year,mo,da,temp,dewp,visib,wdsp,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2010,3,21,83.1,68.2,2.2,1,0,0,0,0,0,0,0
2010,3,21,89,51.9,4.8,0.5,0,0,0,0,0,0,0
2010,3,21,83.8,44.6,4.3,2.3,0,0,0,0,0,0,0
2010,3,21,87.1,60.9,1.7,3.1,0,0,0,0,0,0,0
2010,3,21,82.9,48,2,1.8,0,0,0,0,0,0,0
2010,3,21,85,44.8,3.4,1.4,0,0,0,0,0,0,0
2010,3,21,83.8,60.8,4.3,1.5,0,0,0,0,0,0,0
2010,3,21,80.5,68.3,2.1,2.1,0,1,0,0,0,0,0
2010,3,21,86.6,69.8,2,5.1,0,0,0,0,0,0,0
2010,3,21,85.6,72.3,1.9,5.8,0,0,0,0,0,0,0
2010,3,21,85.8,43.6,3.1,6.3,0,0,0,0,0,0,0
2010,3,22,85.3,57.8,2.5,0,0,0,0,0,0,0,0
2010,3,22,88,66.4,2.1,2.6,0,0,0,0,0,0,0
2010,3,22,83.4,74.8,2.3,1.1,0,1,0,0,0,0,0
2010,3,22,84,68.7,1.2,1.7,0,0,0,0,0,0,0
2010,3,22,94.6,28.7,2.3,6.7,0,0,0,0,0,0,0
2010,3,22,89.5,54.6,1.6,0.6,0,0,0,0,0,0,0
2010,3,22,82.7,65.5,2.5,5.3,0,0,0,0,0,0,0
2010,3,22,89.3,52.8,2.5,1,0,0,0,0,0,0,0
2010,3,22,88.2,46.3,2.5,1.6,0,0,0,0,0,0,0
2010,3,22,84.7,61.7,1.2,3.5,0,0,0,0,0,0,0
2010,3,22,90.9,45.8,4.3,0.2,0,0,0,0,0,0,0
2010,3,22,82.2,65.4,1.1,4.5,0,0,0,0,0,0,0
2010,3,22,90.5,60.5,3.9,1.5,0,0,0,0,0,0,0
2010,3,22,87.6,43,3.4,0.8,0,0,0,0,0,0,0
2010,3,22,84.8,71.6,2.5,7.4,0,0,0,0,0,0,0
2010,3,22,83.5,74.7,3.1,2.6,0,1,0,0,0,0,0
2010,3,22,85.5,42,2,3.5,0,0,0,0,0,0,0
2010,3,22,86.1,70,4.3,2,0,0,0,0,0,0,0
2010,3,22,87.5,45.3,2.5,6.7,0,0,0,0,0,0,0
2010,3,22,83.4,36.4,2.5,3.4,0,0,0,0,0,0,0
2010,3,22,90.1,45.8,3.3,2.3,0,0,0,0,0,0,0
2010,3,22,80.5,66.2,2,2.3,0,0,0,0,0,0,0
2010,3,22,85.4,55.7,3.1,5.5,0,0,0,0,0,0,0
2010,3,22,84.1,69.7,3.4,2.2,0,0,0,0,0,0,0
2010,3,22,89.6,9999.9,2.2,1,0,0,0,0,0,0,0
2010,3,22,90,60.8,2.5,1.9,0,0,0,0,0,0,0
2010,3,22,71.3,68.6,1.8,0.6,0.08,0,1,0,0,0,0
2010,3,22,89.8,51.4,2.5,5.9,0,0,0,0,0,0,0
2010,3,22,89.5,61,2.3,1,0,0,0,0,0,0,0
2010,3,22,91.8,68.4,4.6,0.8,0,0,0,0,0,0,0
2010,3,22,75.8,65.1,2.5,1.2,0,0,1,0,0,0,0
2010,3,22,84.5,77.8,2.3,3.1,0,0,0,0,0,0,0
2010,3,22,85.5,56.5,1.4,2.1,0,0,0,0,0,0,0
2010,3,22,86.2,80.4,4.3,3.1,0,0,0,0,0,0,0
2010,3,22,88.4,61.4,2.3,7.4,0,0,0,0,0,0,0
2010,3,22,88.2,49.7,1.4,1.2,0,0,0,0,0,0,0
2010,3,22,84.5,76.4,3.9,1.7,0,0,0,0,0,0,0
2010,3,22,80.5,62.8,2.5,3.3,0,0,0,0,0,0,0
2010,3,22,86.9,40.7,2.5,6.4,0,0,0,0,0,0,0
2010,3,22,83.8,53.3,3.9,1.4,0,0,0,0,0,0,0
2010,3,22,86.4,28.9,2.5,5.5,0,0,0,0,0,0,0
2010,3,22,89.8,54.1,3.4,3.3,0,0,0,0,0,0,0
2010,3,22,86.7,45.7,3.2,5.6,0,0,0,0,0,0,0
2010,3,22,86.3,54.8,2.5,7.3,0,0,0,0,0,0,0
2010,3,22,82.3,68.2,2.2,1.5,0,0,0,0,0,0,0
2010,3,22,89,57.8,2.5,3.5,0,0,0,0,0,0,0
2010,3,22,73,63.2,1.4,3.9,0.01,0,1,0,0,0,0
2010,3,22,87.7,46,3.9,1.2,0,0,0,0,0,0,0
2010,3,22,82,66.9,4.3,8.6,0,0,0,0,0,0,0
2010,3,22,86.7,75,1.2,5.9,0,0,0,0,0,0,0
2010,3,22,85.6,51.4,2.5,12,0,0,0,0,0,0,0
2010,3,22,85.3,57.4,2.2,0.8,0,0,0,0,0,0,0
2010,3,22,85.3,76.9,4.3,1.1,0,0,0,0,0,0,0
2010,3,22,84.4,75.8,2.3,2.8,0,0,0,0,0,0,0
2010,3,22,81.6,45.9,3.9,0.6,0,0,0,0,0,0,0
2010,3,22,83.3,52.4,3.9,1.1,0,0,0,0,0,0,0
2010,3,22,88.2,57,2.8,5.2,0,0,0,0,0,0,0
2010,3,22,83.8,74.8,3.4,5.9,0,0,0,0,0,0,0
2010,3,22,81.3,69.9,2,3.4,0,0,0,0,0,0,0
2010,3,22,89,48.9,1.3,1.1,0,0,0,0,0,0,0
2010,3,22,78.9,55.7,2,1.5,0,0,0,0,0,0,0
2010,3,22,80.4,70.6,2.2,1,0,0,0,0,0,0,0
2010,3,22,88,58.2,2.2,1.1,0,0,0,0,0,0,0
2010,3,22,88.9,37.9,1.6,2.3,0,0,0,0,0,0,0
2010,3,22,89.7,55.4,2.1,3.8,0,0,0,0,0,0,0
2010,3,22,84.4,70.9,2.2,3.6,0,0,0,0,0,0,0
2010,3,22,86.8,76.7,4.3,3,0,0,0,0,0,0,0
2010,3,22,88.7,55.9,2.5,2.1,0,0,0,0,0,0,0
2010,3,22,84.6,55.6,2.3,1.1,0,0,0,0,0,0,0
2010,3,22,88.7,34,1.4,1.8,0,0,0,0,0,0,0
2010,3,22,86.9,46,3,1.7,0,0,0,0,0,0,0
2010,3,22,83.4,76.4,3.7,1,0,0,0,0,0,0,0
2010,3,22,72.5,54.2,1.2,2.4,0,0,0,0,0,0,0
2010,3,22,90,52.6,4.8,2.6,0,0,0,0,0,0,0
2010,3,22,85.6,59.4,1.6,4.3,0,0,0,0,0,0,0
2010,3,22,85.2,60.9,4.3,3.1,0,0,0,0,0,0,0
2010,3,22,90.6,52.6,4.3,0.2,0,0,0,0,0,0,0
2010,3,22,89.2,46.2,2.3,0.7,0,0,0,0,0,0,0
2010,3,22,85.9,54.4,2.4,5.2,0,0,0,0,0,0,0
2010,3,22,83.9,72.8,3.3,4.8,0,1,0,0,0,0,0
2010,3,22,88.6,68.9,1.7,5.5,0,0,0,0,0,0,0
2010,3,22,86,53.8,1.7,4.2,0,0,0,0,0,0,0
2010,3,22,85.9,36.4,2.9,7.5,0,0,0,0,0,0,0
2010,3,23,88.6,52.1,1.9,5,0,0,0,0,0,0,0
2010,3,23,67.5,65.8,0.7,3.4,0.16,0,1,0,0,0,0
2010,3,23,88.2,46.2,2.2,8.4,0,0,0,0,0,0,0
2010,3,23,87.1,47.1,4.3,1.5,0,0,0,0,0,0,0
2010,3,23,88.5,44.1,3.4,2.9,0,0,0,0,0,0,0
2010,3,23,82.6,63.8,2.5,4.2,0,0,0,0,0,0,0
2010,3,23,84.4,74.8,2.3,6.1,0,0,0,0,0,0,0
2010,3,23,90.7,47.3,3.9,0.4,0,0,0,0,0,0,0
2010,3,23,86.5,74,1.2,9.3,0,0,0,0,0,0,0
2010,3,23,90.2,37,1.6,2.8,0,0,0,0,0,0,0
2010,3,23,88,43.8,1.7,2.1,0,0,0,0,0,0,0
2010,3,23,88.3,51,1.2,1.2,0,0,0,0,0,0,0
2010,3,23,85.3,54.3,2.5,9.6,0,0,0,0,0,0,0
2010,3,23,82.7,69.4,2.3,2.4,0,0,0,0,0,0,0
2010,3,23,84.7,75.6,2.5,4,0,0,0,0,0,0,0
2010,3,23,84.6,75.7,2.3,3.2,0,0,0,0,0,0,0
2010,3,23,84.2,76,3.7,2.1,0,0,0,0,0,0,0
2010,3,23,90.1,55.6,3.2,3.4,0,0,0,0,0,0,0
2010,3,23,83.8,66.5,3.2,6,0,0,0,0,0,0,0
2010,3,23,82,72.1,2.2,0,0,0,0,0,0,0,0
2010,3,23,87.7,43.6,2.3,2.6,0,0,0,0,0,0,0
2010,3,23,80.9,68.6,2.3,0.6,0,0,0,0,0,0,0
2010,3,23,89.8,67,4.3,0.7,0,0,0,0,0,0,0
2010,3,23,85.7,80.2,4.3,1,0,0,0,0,0,0,0
2010,3,23,87,77.7,4.3,2.1,0,0,0,0,0,0,0
2010,3,23,88.3,50.8,2.3,1.8,0,0,0,0,0,0,0
2010,3,23,86,72.6,2.5,4.1,0,0,0,0,0,0,0
2010,3,23,81.1,75.1,3.9,2.1,0,0,0,0,0,0,0
2010,3,23,85,56.1,1.7,4.2,0,0,0,0,0,0,0
2010,3,23,83.3,50,3.9,1.2,0,0,0,0,0,0,0
2010,3,23,74.9,50.7,1.6,5.6,0,0,0,0,0,0,0
2010,3,23,90.5,67,3.9,1.5,0,0,0,0,0,0,0
2010,3,23,84.1,73.8,2.5,6.9,0,0,0,0,0,0,0
2010,3,23,80.7,61.8,2,3,0,1,0,0,0,0,0
2010,3,23,85,58.7,3.9,3.4,0,0,0,0,0,0,0
2010,3,23,86,64.6,1.9,4.5,0,0,0,0,0,0,0
2010,3,23,83.1,53,1.4,2.2,0,0,0,0,0,0,0
2010,3,23,79.9,37.5,2.5,2.5,0,0,0,0,0,0,0
2010,3,23,86.7,51.3,3.2,6,0,0,0,0,0,0,0
2010,3,23,83.8,74.9,3.3,6.4,0,1,0,0,0,0,0
2010,3,23,84.9,43.9,2.5,7.5,0,0,0,0,0,0,0
2010,3,23,83.9,73.5,4.3,1.2,0,0,0,0,0,0,0
2010,3,23,85.3,49.8,2.5,4.5,0,0,0,0,0,0,0
2010,3,23,91,51.4,1.2,1.6,0,0,0,0,0,0,0
2010,3,23,85.8,46.5,2.5,2.1,0,0,0,0,0,0,0
2010,3,23,93.5,34.6,2.5,8.5,0,0,0,0,0,0,0
2010,3,23,82.7,65.9,2.5,2,0,0,0,0,0,0,0
2010,3,23,90.4,52.3,2.5,2.6,0,0,0,0,0,0,0
2010,3,23,85.3,65.6,1.2,1.6,0,0,0,0,0,0,0
2010,3,23,88.9,45.1,3,1,0,0,0,0,0,0,0
2010,3,23,85.7,60.4,2.3,1.2,0,0,0,0,0,0,0
2010,3,23,90.7,57.4,4.3,0.1,0,0,0,0,0,0,0
2010,3,23,82,44.9,3.9,1.3,0,0,0,0,0,0,0
2010,3,23,83.6,75.4,3.4,2.8,0,0,0,0,0,0,0
2010,3,23,84.2,74.6,3.9,1.9,0,0,0,0,0,0,0
2010,3,23,70.4,66.1,2.5,2.5,0.28,0,1,0,0,0,0
2010,3,23,75.1,67.1,1.2,6.1,0,0,0,0,0,0,0
2010,3,23,82,76.2,4.3,0.5,0,0,0,0,0,0,0
2010,3,23,91.2,47.9,3.8,2.7,0,0,0,0,0,0,0
2010,3,23,90.2,51,2.6,6,0,0,0,0,0,0,0
2010,3,23,80.6,63.9,2.8,4.3,0,0,0,0,0,0,0
2010,3,23,88.2,73.4,2,7.4,0,0,0,0,0,0,0
2010,3,23,84,50.8,2.9,6.4,0,0,0,0,0,0,0
2010,3,23,84,75.7,3.4,8,0,0,0,0,0,0,0
2010,3,23,89.2,58.9,2.5,1,0,0,0,0,0,0,0
2010,3,23,90.3,63.9,2.2,0.7,0,0,0,0,0,0,0
2010,3,23,86,54.9,2.5,1,0,0,0,0,0,0,0
2010,3,23,67.3,67,0.8,0.3,0.39,0,1,0,0,0,0
2010,3,23,92.2,56.4,1.6,1.3,0,0,0,0,0,0,0
2010,3,23,90.2,62,2.1,0.9,0,0,0,0,0,0,0
2010,3,23,80.2,53,2.3,0.8,0,0,0,0,0,0,0
2010,3,23,86.3,41.5,2.5,8.8,0,0,0,0,0,0,0
2010,3,23,89.2,46.9,2.5,1.4,0,0,0,0,0,0,0
2010,3,23,84.9,73.9,4.3,1.3,0,0,0,0,0,0,0
2010,3,23,90.4,60.5,4.3,3,0,0,0,0,0,0,0
2010,3,23,81.5,51.6,3.9,1.1,0,0,0,0,0,0,0
2010,3,23,86.1,48.3,2.5,7.9,0,0,0,0,0,0,0
2010,3,23,88.5,46.1,2.5,1.1,0,0,0,0,0,0,0
2010,3,23,87.8,54.7,2.5,1.7,0,0,0,0,0,0,0
2010,3,23,88.3,33.5,3.5,4.5,0,0,0,0,0,0,0
2010,3,23,84,54.5,3,4.2,0,0,0,0,0,0,0
2010,3,23,87.7,45.3,2,3.6,0,0,0,0,0,0,0
2010,3,24,94.2,50,2.5,2,0,0,0,0,0,0,0
2010,3,24,83,76.9,3.4,9,0,0,0,0,0,0,0
2010,3,24,83.5,63.9,2.5,0.7,0,0,0,0,0,0,0
2010,3,24,84.4,64.9,2.5,6.7,0,0,0,0,0,0,0
2010,3,24,83.6,74.9,2.5,7.4,0,0,0,0,0,0,0
2010,3,24,85,59.7,4.1,3.2,0,0,0,0,0,0,0
2010,3,24,86.1,75.3,2.5,2.6,0,0,0,0,0,0,0
2010,3,24,87.6,47,3.9,1,0,0,0,0,0,0,0
2010,3,24,89.3,60.5,2.3,1,0,0,0,0,0,0,0
2010,3,24,90.2,47.9,4.3,0.8,0,0,0,0,0,0,0
2010,3,24,80.6,68.4,2.5,1.6,0,0,0,0,0,0,0
2010,3,24,90,68,4.3,1,0,0,0,0,0,0,0
2010,3,24,86.8,47.9,2.5,0.8,0,0,0,0,0,0,0
2010,3,24,91.1,54.3,2.5,2.4,0,0,0,0,0,0,0
2010,3,24,87.2,50.3,2.5,3.6,0,0,0,0,0,0,0
2010,3,24,89.7,71.8,3.9,3.1,0,0,0,0,0,0,0
2010,3,24,90.1,59.8,2.9,2.4,0,0,0,0,0,0,0
2010,3,24,77.6,62.4,2.7,3,0,0,0,0,0,0,0
2010,3,24,83.6,74.9,3.3,5.8,0,0,0,0,0,0,0
2010,3,24,85.6,74.1,2.2,8.4,0,0,0,0,0,0,0
2010,3,24,85.2,59.1,3,5.7,0,0,0,0,0,0,0
2010,3,24,86.7,67.5,1.2,0.8,0,0,0,0,0,0,0
2010,3,24,82.9,54.3,4.1,1.2,0,0,0,0,0,0,0
2010,3,24,73.6,66.8,2.5,2.1,0.12,0,1,0,0,0,0
2010,3,24,86,63.7,1.2,3.1,0,0,0,0,0,0,0
2010,3,24,87.6,57.6,2.5,2.1,0,0,0,0,0,0,0
2010,3,24,93.2,38.3,2.5,7,0,0,0,0,0,0,0
2010,3,24,83.9,75.2,2,5.7,0,0,0,0,0,0,0
2010,3,24,87.4,54.1,2.5,2.3,0,0,0,0,0,0,0
2010,3,24,87.2,70.9,2.5,3.9,0,0,0,0,0,0,0
2010,3,24,89,51.2,1.2,1.2,0,0,0,0,0,0,0
2010,3,24,87.1,55.4,1.1,0.6,0,0,0,0,0,0,0
2010,3,24,84.2,50,2.5,2.9,0,0,0,0,0,0,0
2010,3,24,81.9,44.5,3.9,1.2,0,0,0,0,0,0,0
2010,3,24,85.7,46.2,2,2.5,0,0,0,0,0,0,0
2010,3,24,83.2,45.9,2.5,8.7,0,0,0,0,0,0,0
2010,3,24,84.1,77.1,4.3,1.3,0,0,0,0,0,0,0
2010,3,24,86.1,64.5,1.7,4.2,0,0,0,0,0,0,0
2010,3,24,83.9,55.4,2.7,7.1,0,0,0,0,0,0,0
2010,3,24,87.6,50.8,2,4,0,0,0,0,0,0,0
2010,3,24,84.7,73.7,4.3,1.9,0,0,0,0,0,0,0
2010,3,24,87.9,61.3,2.5,0,0,0,0,0,0,0,0
2010,3,24,85.5,59.8,2.5,1,0,0,0,0,0,0,0
2010,3,24,73,52.5,3.9,3.6,0,0,0,0,0,0,0
2010,3,24,80.9,49.4,2,1.2,0,0,0,0,0,0,0
2010,3,24,87.5,49,2.3,2,0,0,0,0,0,0,0
2010,3,24,68.3,66.6,1.1,4.3,0.35,0,1,0,0,0,0
2010,3,24,82.2,68.6,2.5,0.5,0,0,0,0,0,0,0
2010,3,24,81.7,69.4,2.3,1.8,0,0,0,0,0,0,0
2010,3,24,85.2,75.3,1.7,15.6,0,0,0,0,0,0,0
2010,3,24,82.9,52.2,1.6,2.4,0,0,0,0,0,0,0
2010,3,24,87.7,46.4,2.5,3.4,0,0,0,0,0,0,0
2010,3,24,89.6,49.9,2.5,1.9,0,0,0,0,0,0,0
2010,3,24,79,37.1,2.5,2.2,0,0,0,0,0,0,0
2010,3,24,85.6,78.7,4.3,1.6,0,0,0,0,0,0,0
2010,3,24,74.3,53.2,1.9,3.9,0,0,0,0,0,0,0
2010,3,24,83.8,75.2,3.4,3.2,0,0,0,0,0,0,0
2010,3,24,86.3,46.5,3.4,1.1,0,0,0,0,0,0,0
2010,3,24,91,59.2,4.3,0.5,0,0,0,0,0,0,0
2010,3,24,84,75.6,3.7,1.3,0,0,0,0,0,0,0
2010,3,24,86.9,77.5,4.3,1.1,0,0,0,0,0,0,0
2010,3,24,87.7,48.9,1.8,3.2,0,0,0,0,0,0,0
2010,3,24,89,55.2,3.2,4.1,0,0,0,0,0,0,0
2010,3,24,87.8,37.7,3.8,5.5,0,0,0,0,0,0,0
2010,3,24,82.7,70.5,2.9,5.4,0,0,0,0,0,0,0
2010,3,24,68.1,67.8,1,1.1,1.38,0,1,0,0,0,0
2010,3,24,81.1,57.9,2.5,3.5,0,0,0,0,0,0,0
2010,3,24,85.8,61.6,4.6,2.4,0,0,0,0,0,0,0
2010,3,24,91.7,56.4,4.6,2.3,0,0,0,0,0,0,0
2010,3,24,87.7,43.1,1.2,0.8,0,0,0,0,0,0,0
2010,3,24,82.2,70.2,2.5,3.7,0,0,0,0,0,0,0
2010,3,24,90.5,65.7,1.7,0.4,0,0,0,0,0,0,0
2010,3,24,82.2,75.9,4.3,7.1,0,0,0,0,0,0,0
2010,3,24,89.1,40.1,1.7,1.6,0,0,0,0,0,0,0
2010,3,24,84.1,74.2,2.5,4,0,0,0,0,0,0,0
2010,3,24,85.3,74.9,4.3,3.4,0,0,0,0,0,0,0
2010,3,24,86,63,2.3,1.2,0,0,0,0,0,0,0
2010,3,24,83.9,74.9,4.3,1.8,0,0,0,0,0,0,0
2010,3,24,78.1,68.4,1.4,4.9,0,0,0,0,0,0,0
2010,3,24,91.3,48.8,2.9,5.3,0,0,0,0,0,0,0
2010,3,24,85.1,50.8,3.2,4.5,0,0,0,0,0,0,0
2010,3,25,83.7,75.8,2.2,1.5,0,0,0,0,0,0,0
2010,3,25,84,74.7,4.3,2.4,0,0,0,0,0,0,0
2010,3,25,83,63.6,2.5,0,0,0,0,0,0,0,0
2010,3,25,89.9,54.5,1.2,0.7,0,0,0,0,0,0,0
2010,3,25,84.6,74.5,2.5,4.8,0,0,0,0,0,0,0
2010,3,25,85.1,76.5,1.2,10,0,0,0,0,0,0,0
2010,3,25,78.2,52.4,1.7,1.1,0,0,0,0,0,0,0
2010,3,25,75.6,55.1,2,3.1,0,0,0,0,0,0,0
2010,3,25,83.9,74.5,4.3,1,0,0,0,0,0,0,0
2010,3,25,80.2,60.4,2.5,2.5,0,0,0,0,0,0,0
2010,3,25,87.4,67.6,2.3,1.8,0,0,0,0,0,0,0
2010,3,25,90.2,55.2,4.3,3.5,0,0,0,0,0,0,0
2010,3,25,87,47,2.2,1.5,0,0,0,0,0,0,0
2010,3,25,83.7,55.9,3.9,1.7,0,0,0,0,0,0,0
2010,3,25,87.5,61.2,2.5,1.7,0,0,0,0,0,0,0
2010,3,25,86.7,39,2.8,4.2,0,0,0,0,0,0,0
2010,3,25,85.2,60.3,3.2,6.1,0,0,0,0,0,0,0
2010,3,25,82.8,78.4,1.9,5.7,0,0,0,0,0,0,0
2010,3,25,82.9,77.4,4.3,8,0,0,0,0,0,0,0
2010,3,25,91.2,53.1,2.5,0,0,0,0,0,0,0,0
2010,3,25,68.8,68.7,0.8,0.3,0.71,0,1,0,0,0,0
2010,3,25,67.4,66.2,1.2,3.8,0.31,0,1,0,0,0,0
2010,3,25,81,74.3,4.1,4.7,0,0,0,0,0,0,0
2010,3,25,83,75.2,2.5,8.1,0,0,0,0,0,0,0
2010,3,25,80.9,55.4,1.4,1.1,0,0,0,0,0,0,0
2010,3,25,88.1,48.6,3.9,1.1,0,0,0,0,0,0,0
2010,3,25,91.4,61.4,2.5,3.1,0,0,0,0,0,0,0
2010,3,25,90.4,69.7,4.3,1,0,0,0,0,0,0,0
2010,3,25,89,49.5,2.5,1.2,0,0,0,0,0,0,0
2010,3,25,87.3,76.9,4.3,1.8,0,0,0,0,0,0,0
2010,3,25,87,52.4,2.3,1.4,0,0,0,0,0,0,0
2010,3,25,85,74.5,4.3,2.7,0,0,0,0,0,0,0
2010,3,25,89.3,72.7,3.9,4.3,0,0,0,0,0,0,0
2010,3,25,84,76,4.3,1.7,0,0,0,0,0,0,0
2010,3,25,84.6,74.3,3.7,1.5,0,0,0,0,0,0,0
2010,3,25,88.7,51.8,1.9,3.2,0,0,0,0,0,0,0
2010,3,25,87.4,77,2.1,8.5,0,0,0,0,0,0,0
2010,3,25,88.7,51.9,2.5,2.2,0,0,0,0,0,0,0
2010,3,25,82.1,72.6,2.9,6,0,0,0,0,0,0,0
2010,3,25,84.9,50.1,2.5,5.7,0,0,0,0,0,0,0
2010,3,25,80.2,67.5,2.5,0.6,0,0,0,0,0,0,0
2010,3,25,83.8,62.8,1.1,0.8,0,0,0,0,0,0,0
2010,3,25,84.9,68.7,1.2,0.7,0,0,0,0,0,0,0
2010,3,25,88.2,50.1,3,2.5,0,0,0,0,0,0,0
2010,3,25,90.3,65.4,1.1,0.5,0,0,0,0,0,0,0
2010,3,25,80.8,71.8,2.5,1.4,0,0,0,0,0,0,0
2010,3,25,88.5,49.6,2.5,0.2,0,0,0,0,0,0,0
2010,3,25,85,75.9,2.5,2.5,0,0,0,0,0,0,0
2010,3,25,81.7,54.8,5.3,1.9,0,0,0,0,0,0,0
2010,3,25,83.7,50.8,2.5,3.9,0,0,0,0,0,0,0
2010,3,25,91.4,62.5,4.3,1.2,0,0,0,0,0,0,0
2010,3,25,87.7,58.7,3,3.8,0,0,0,0,0,0,0
2010,3,25,77.9,61.5,2.5,2.5,0,0,0,0,0,0,0
2010,3,25,84.3,57.8,2.8,2.3,0,0,0,0,0,0,0
2010,3,25,84.7,53.5,1.6,2.9,0,0,0,0,0,0,0
2010,3,25,94,50.1,2.5,3,0,0,0,0,0,0,0
2010,3,25,90.4,63.8,2.2,0.5,0,0,0,0,0,0,0
2010,3,25,86.7,68.9,2.5,2,0,0,0,0,0,0,0
2010,3,25,90.6,70.3,1.6,1.8,0,0,0,0,0,0,0
2010,3,25,85.6,60.4,2.3,1,0,0,0,0,0,0,0
2010,3,25,78.7,68.4,1.6,4.2,0,0,0,0,0,0,0
2010,3,25,88.7,46.8,2.3,3.9,0,0,0,0,0,0,0
2010,3,25,88.9,48.2,1.2,0.8,0,0,0,0,0,0,0
2010,3,25,82,67.5,1.9,2.2,0,0,0,0,0,0,0
2010,3,25,82.1,73.8,2.3,2.1,0,0,0,0,0,0,0
2010,3,25,79.9,44.2,2.5,2,0,0,0,0,0,0,0
2010,3,25,91.9,41,2.5,4,0,0,0,0,0,0,0
2010,3,25,90.2,63.2,2,0.5,0,0,0,0,0,0,0
2010,3,25,83.4,74.6,2.2,3.9,0,0,0,0,0,0,0
2010,3,25,86,79.5,4.3,1.1,0,0,0,0,0,0,0
2010,3,25,88.5,40.3,1.2,0.6,0,0,0,0,0,0,0
2010,3,25,85.3,62.7,2.5,6.8,0,0,0,0,0,0,0
2010,3,25,89.2,53,2.5,1.6,0,0,0,0,0,0,0
2010,3,25,90.7,49.1,4.3,1.4,0,0,0,0,0,0,0
2010,3,25,83.3,73.8,3.9,3.5,0,0,0,0,0,0,0
2010,3,25,84,51,2.5,7.9,0,0,0,0,0,0,0
2010,3,25,83.6,74.7,3.9,2.9,0,0,0,0,0,0,0
2010,3,25,85.1,56.8,3.9,3,0,0,0,0,0,0,0
2010,3,25,86.1,65.5,1.7,2.9,0,0,0,0,0,0,0
2010,3,25,82.2,50.9,4.3,1.9,0,0,0,0,0,0,0
2010,3,25,73.4,66.8,2.5,1.5,0.02,0,1,0,0,0,0
2010,3,25,90,64.7,2.8,2,0,0,0,0,0,0,0
2010,3,25,85.2,59.1,2.6,7.3,0,0,0,0,0,0,0
2010,3,25,83.9,74.3,3.6,5.7,0,0,0,0,0,0,0
2010,3,26,93.8,50,2.5,2.2,0,0,0,0,0,0,0
2010,3,26,67.4,67.4,1.2,0.7,1.42,0,1,0,0,0,0
2010,3,26,90.9,54.5,1.4,0.3,0,0,0,0,0,0,0
2010,3,26,91.1,47.8,2.5,2.9,0,0,0,0,0,0,0
2010,3,26,81.1,49.4,2,1.7,0,0,0,0,0,0,0
2010,3,26,78.9,69.1,1.2,2.6,99.99,0,1,0,0,1,0
2010,3,26,85.5,66.5,1.2,0.5,0,0,0,0,0,0,0
2010,3,26,79.6,49.9,2.5,2.5,0,0,0,0,0,0,0
2010,3,26,87.5,47.7,2.3,4.9,0,0,0,0,0,0,0
2010,3,26,87.8,63.3,2,0.1,0,0,0,0,0,0,0
2010,3,26,85.8,52.4,2.5,6.3,0,0,0,0,0,0,0
2010,3,26,76.1,57.8,1.7,2.6,0,0,0,0,0,0,0
2010,3,26,84.1,75.9,3.9,1.5,0,0,0,0,0,0,0
2010,3,26,85.6,67.9,1.9,4.1,0,0,0,0,0,0,0
2010,3,26,85.5,77,3.9,1.9,0,0,0,0,0,0,0
2010,3,26,82.6,74.5,3.4,7.7,0,0,0,0,0,0,0
2010,3,26,86,64,4.3,3.4,0,0,0,0,0,0,0
2010,3,26,90.7,67,4.3,1,0,0,0,0,0,0,0
2010,3,26,83.8,71.6,2.2,4.7,0.35,0,1,0,0,1,0
2010,3,26,86.9,65,1.1,2.8,0,0,0,0,0,0,0
2010,3,26,80,77.1,2.2,4,0,0,0,0,0,1,0
2010,3,26,83.6,73.8,2.2,1.7,0,0,0,0,0,0,0
2010,3,26,83.3,72.2,3.4,1.5,0,0,0,0,0,0,0
2010,3,26,80.5,67.7,1.6,0.8,0,0,0,0,0,0,0
2010,3,26,85.2,61.1,1.2,1.5,0,0,0,0,0,0,0
2010,3,26,91.1,53.5,4.3,1,0,0,0,0,0,0,0
2010,3,26,87.7,78.9,4.3,3.6,0,0,0,0,0,0,0
2010,3,26,90.4,40.8,1.2,2,0,0,0,0,0,0,0
2010,3,26,85.1,51.8,1.4,0.8,0,0,0,0,0,0,0
2010,3,26,89.8,69.2,3.9,3.2,0,0,0,0,0,0,0
2010,3,26,83.1,73.9,3.9,3.2,0,0,0,0,0,0,0
2010,3,26,85.4,74.6,4.3,2.7,0,0,0,0,0,0,0
2010,3,26,90.6,58.4,4.3,3,0,0,0,0,0,0,0
2010,3,26,88,40.2,2.5,4.4,0,0,0,0,0,0,0
2010,3,26,85.3,57.6,2.6,2.4,0,0,0,0,0,0,0
2010,3,26,80.6,58.4,3,4.6,0,0,0,0,0,0,0
2010,3,26,85,50.3,2.6,7.4,0,0,0,0,0,0,0
2010,3,26,85.5,75.2,3.7,6.5,0,0,0,0,0,0,0
2010,3,26,83.8,62,2.8,5.5,0,0,0,0,0,0,0
2010,3,26,82,76.3,4,6.2,0,0,0,0,0,0,0
2010,3,26,66.7,65.3,1.1,4.4,0.55,0,1,0,0,1,0
2010,3,26,74,67.1,2.5,1.3,0.24,0,1,0,0,1,0
2010,3,26,89.9,53.1,2.3,0.2,0,0,0,0,0,0,0
2010,3,26,84.7,75.4,1.2,10.8,0,0,0,0,0,0,0
